nom,description,logo,Date dernier financement,Série,Montant,LinkedIn,Contact,Date de création_x,Marché,Type d'organisme,SIREN,Activité principale,Tranche effectifs,market,employees,date de création,valeur_entreprise,financement,dernier_financement,mots_cles_def,site_web_def,adresse_def
INUMENT SOLUTIONS LIMITED,"Inument Solutions Limited is a software outsourcing company that specializes in custom software development. With over 23 years of team experience and industry-leading developers, Inument is committed to innovation and strives to deliver solutions in the best possible way. The company has proudly developed software solutions for numerous enterprises, organizations, and startups in the global market. Inument provides specialized services that align seamlessly with clients’ goals. They explore unique and innovative solutions to boost revenue, offering cost savings, improved efficiency, and access to specialized skills. The team is dedicated to delivering high-quality results and ensuring seamless collaboration, making them a valuable extension of your business.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/b422ad6e-85e9-40ef-a364-ca232225b79e1,,,,,,,,,,,,,,,,,,,['https://inument.com/'],DHAKA
INVEST IN MADRID,"Invest in Madrid serves as the dedicated office for assisting foreign investors in the Madrid region. We act as the primary point of entry and unified interface for investment in the Madrid region, offering comprehensive support In our current phase, we are committed to delivering high-quality services to entrepreneurs and investors looking to establish or expand their businesses across any of the 179 municipalities in the region. We guide and assist individual or corporate investors throughout the entire project, ensuring professionalism, confidentiality, and at no cost. Our support spans the entire investment project, from the initial inquiry about opening a business to its establishment and subsequent expansion.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/64194279-4b26-4f23-9606-0c33b94944481,,,,,,,,,,,,,,,,,,,['https://investinmadrid.com/'],None
INVEST IN TÜRKIYE,"The Investment Office of the Presidency of the Republic of Türkiye is the official organization for promoting Türkiye's investment opportunities to the global business community and for providing assistance to investors before, during, and after their entry into Türkiye. Directly reporting to the President of Türkiye, the Investment Office is in charge of encouraging investments that further enhance the economic development of Türkiye. To this end, the Investment Office supports high-tech, value-added, and employment-generating investments with its facilitation and follow-up services during whole processes of relevant investments. Active on a global scale, the Investment Office operates with a network of local consultants based in a number of locations including China, France, Germany, Italy, Japan, Kuwait, Qatar, Saudi Arabia, South Korea, Spain, the UAE, UK, and USA.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/606b7305-ef6e-4e8e-a13d-bfcbe0ab0b4f1,,,,,,,,,,,,,,,,,,,['https://vivatechnology.com/partners/www.invest.gov.tr'],None
INVESTIV,"INVESTIV is an Ivoirian based company specializing in precision agriculture consulting and drone-based agricultural services. INVESTIV's services help agribusinesses, agricultural cooperatives and governments to map agricultural land in order to optimize their practices and better manage their resources. In addition to mapping, the company is now the leader in West Africa in aerial spraying by drone, a technology that involves using drones equipped with tanks of crop protection products to treat target areas on plantations and save on inputs. In terms of figures, between 2017 and today, the company has impacted more than 27,000 farmers and treated more than 150,000 ha of plantations, notably in Côte d'Ivoire and Cameroon.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/b32b499a-fce3-4f66-8fca-8580cb9527551,,,,,,,,,,,,,,,,,,,['https://www.investivgroup.com/'],ABIDJAN
INVOICEQ,"InvoiceQ provides the client with complete control over invoicing and payments. It offers multi-payment options, API integration, a dynamic workflow approval engine, two-way customer/vendor communication, and provides them with real-time data that enables better decision-making.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/d9a68f97-63a7-4fb5-bd4b-46decb35aa361,,,,,,,,,,,,,,,,,,,['https://vivatechnology.com/partners/www.invoiceq.com'],AMMAN
IRCAM AMPLIFY,"At Ircam amplify we bring the very best in audio research and sound creation from the IRCAM laboratories to brands that want to create unforgettable experiences. Our team is multidisciplinary, combining creatives and scientists, sound designers, engineers and audio marketing specialists. It operates within a unique ecosystem that we open up for you and your projects. At a time when our visual attention is saturated with signals, we believe there is another path of exploration, one capable of opening up our perception to other dimensions. Sound and music are such paths. Because they mobilize our emotions immediately and instinctively – because they require no complex installation – sound is the medium of (re)connection.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/44359f9c-23c6-4093-a7c0-75421eeec19d1,,,,,,,,,,,,,,,,,,,['https://soundexperience.ircamamplify.com/'],PARIS
KEREYA,"Kereya is a transformative electronic medical records (EMR) platform designed to enhance healthcare access and outcomes, particularly in rural Africa. By digitizing medical records and facilitating secure information sharing among healthcare providers and patients, Kereya eliminates inefficiencies associated with manual paper-based record management. With user-friendly interface, secure cloud-based architecture, interoperability with existing health systems, and data analytics capabilities, Kereya offers a comprehensive solution to improve care coordination, reduce medical errors, and strengthen healthcare workforce capacity. Already successfully deployed in several healthcare centers in Senegal, Kereya has demonstrated positive impact on clinical outcomes and its ability to transform healthcare delivery in Africa.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/0fd2cc9a-566c-4f6a-87e6-d17ad6079d4a1,,,,,,,,,,,,,,,,,,,['https://vivatechnology.com/partners/www.kereya.sn'],DAKAR
KERU,"KERU is an innovative French company, specialized in the creation of digital souvenirs. Our solution enables visitors to extend their experience by obtaining an AI generated /3D/ generative souvenir (in just 15 seconds and directly secured on the blockchain), whether for an event, a cultural site or to improve in-store engagement. Some of our partners: Musée d'Orsay, Château de Chantilly, City of Rouen, the Little Prince brand by Antoine de Saint-Exupéry, Henckel. The company has been selected on multiple occasions for the ICC Immersion program by the Ministry of Culture and Foreign Affairs to develop the solution abroad, particularly in Asia.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/0328449a-52c5-4406-ad5a-0a378166a0a21,,,,,,,,,,,,,,,,,,,['https://www.keruproject.org/'],PARIS
KESK,"KESK is building a green energy ecosystem where hardware meets software. The innovation of synergizing solar energy assets with software solutions helps address adaptation and resilience challenges associated with renewable energy by improving the efficiency and performance of solar energy systems, informing planning and decision-making, and increasing investment in solar energy solutions. Specializing in smart solar energy solutions for businesses, KESK empowers clients to adopt sustainable energy sources, capitalize on the carbon credit trade, and achieve a faster return on investment.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/200aa70a-9604-4fda-aac4-f27fbe20c2d31,,,,,,,,,,,,,,,,,,,['https://www.keskco.com/'],ERBIL
KIGNON,"Because in France today, 10 million tonnes of edible food are still wasted every year, including 50,000 tonnes of bread by bakers, and the unemployment rate for people with disabilities is twice as high as the national average. We've decided to do something about it! KIGNON is an inclusive, anti-waste, organic cookie made in Loire-Atlantique! The whole project is led by 3 women food engineers. Our cookie factory is based at the ESAT (Etablissement et Service d'Aide par le Travail) in Savenay where 300 baguettes of bread are saved every day. This project has also enabled the training of 30 cookie makers with disabilities. A cookie that's good for the planet, good for society and good for you!",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/48f29ae8-1127-426e-8d76-7bbd58be8c421,,,,,,,,,,,,,,,,,,,['https://kignon.fr/'],NANTES
KIOSK,Kiosk is the software helping companies comply with the Corporate Sustainability Reporting Directive (CSRD) in 4 steps: 1. Automated Data collection & transformation; 2. KPI measurement & monitoring; 3. Report Tagging & Production; 4. Integrated Auditing.,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/6ec8a81f-fb98-427f-982b-e9c350e9eebe1,,,,,,,,,,,,,,,,,,,['https://www.meetkiosk.com/'],PARIS
KLEMO - LES DÉFRICHEUSES,"We wish to highlight women who work in fields traditionally occupied by men. Our goal is to offer representation to female high schoolers and women considering a career change. To achieve gender parity in the workforce, we need more women studying and working in these sectors, and this starts with education and representation. We want to demonstrate that every field is accessible and that no job, especially in technology, is reserved for one gender only. That is why we wish to post many qualitative interviews on our website, making them accessible for republication by individuals and organizations.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/734f3209-7c59-42c8-97fd-1c0e769f5c6e1,,,,,,,,,,,,,,,,,,,['https://lesdefricheuses.fr/'],PARIS
