name,description,website,city,development_level,looking_for,fundraising,link,Logo,Field_1,Field_2,Field_3
Obsess,"Obsess is the leading immersive shopping platform that enables brands to create fully branded, discovery-driven virtual stores and customizable, gamified 3D experiences. These experiences are interactive and live on brand’s e-commerce sites. Obsess was founded on the idea that today’s consumers are shopping in a crowded online marketplace where their attention is pulled in many directions. Brands need a way to stand out, capture attention—and then turn that attention into revenue. Obsess enables brands to build custom, branded, engaging 3D environments to immerse shoppers in their brand. Obsess has created over 300 shoppable virtual experiences for top companies across fashion, luxury, beauty, CPG and telecommunications with brand partners such as Ralph Lauren, L'Oréal, J.Crew, Corona, Mattel, e.l.f. Cosmetics, Mytheresa, Orange and more. Brands who invest in virtual experiences see growth in engagement, brand affinity and sales.",https://www.obsessvr.com/,NEW YORK,,,,https://vivatechnology.com/partners/obsess,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/13fb774f-d05e-44ac-8057-3049418083491,Marketing & Advertising,Retail & E-commerce,XR & Metaverse
ObyO (by aSmartWorld),"We all have a smartphone in a drawer. The problem? A lack of simple, trustworthy ways to bring it back into circulation. That's where the ObyO platform steps in, removing all frictions to recirculate smartphones, thereby enabling the unlocking of tremendous dormant market value. Initially launched to offer consumers an effortless, at-home valuation experience with instant, guaranteed pricing, ObyO has leveraged its foundational technology to evolve into a comprehensive B2B2C and B2B software platform. We specifically address the major challenges Telecom Operators, IT leasing companies, retailers, and large corporations face with managing smartphone fleets. Our solution offers cost savings, increased residual values of their fleets, and substantial reductions in CO2 emissions, driving both economic and environmental value. ObyO is a game-changer, redefining the smartphone lifecycle management landscape with our innovative approach and unique ecosystem, tackling industry-wide challenge",https://www.obyo.app/,GENVAL,,,900 000€,https://vivatechnology.com/partners/obyo-by-asmartworld,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/0f9529a0-ada6-402c-8649-a4f840f6979b1,B2B Services,Climate Tech,
Ochy,"OCHY offers an innovative technology solution that enhances athletic performance for runners of all levels. Using just a smartphone video and artificial intelligence, OCHY analyzes individual running techniques, focusing on specific body parts—head, back, arms, legs, and foot strike. Based on this detailed analysis, OCHY provides customized recommendations for each area. Runners receive targeted exercises accompanied by video guidance to improve each aspect of their form. This personalized coaching approach helps increase running efficiency and reduce injury risks, making professional-grade training accessible to every runner, regardless of their experience or expertise.",https://www.ochy.io/,RENNES,,,900 000€,https://vivatechnology.com/partners/ochy,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/e55c96d1-67d2-4598-85d2-9ae53eb04c581,Artificial Intelligence,Healthcare & Wellness,Sports
Octolo,"Octolo.tech offers a new way of living corporate governance. Whether you're a start-up or a major corporation, you don't want to waste time on administrative tasks. And yet it's mandatory and essential for managing & securing your company. Octolo is a SaaS platform. The only one bringing together all the tools to digitalize & automate corporate governance of companies & associations: meetings, records, captable, dataroom, vote, e-signature. A secure & ergonomic tool providing 3 main functions: - MEETINGS : from the creation of legal documents (with smart documents technology), through the convening (online or paper through La Poste), to the hold of meetings (online vote, online proxy, live vote, videoconferencing, Quorum & majority) with creation & online signing of the minutes, - Digitalized RECORDS, - CAPTABLE with financing & exit modeling - Smart DATAROOM, flexible combination of security & access management. With Octolo, administrative management becomes a strength !",https://www.octolo.tech/,COURBEVOIE,,,,https://vivatechnology.com/partners/octolo,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/0d9ad083-c8d8-4558-b5bb-865c075b94f71,B2B Services,"Fintech, Insurance & Legal",Growth & Investment
Odaptos,"Odaptos specializes in automated consumer testing. Using advanced facial and vocal recognition tech, our platform lets you conduct user tests via video calls, delivering quick, detailed analysis. We're the first AI to decode digital users' emotions, partnering with companies worldwide. With our AI embedded in a user-friendly video tool, clients can test, analyze, and get comprehensive results of their users effortlessly.",https://vivatechnology.com/partners/odaptos.com,MONTPELLIER,,,1 000 000€,https://vivatechnology.com/partners/odaptos,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/6761e4a4-1999-46c4-9a2d-5200da42ac621,Artificial Intelligence,B2B Services,DeepTech
Odin Outsourcing,"Odin Outsourcing helps clients build offshore teams to support their operations in cost-effective ways with a focus on improving productivity and efficiency both. For over a decade Odin has specialized in providing experienced and highly trained back office employees for finance, real estate, and banking sectors. Additionally, Odin has an experienced team of engineers for support regarding AutoCAD design and layout at very competitive rates. Odin also provides lead generation for making appointments and sales. Odin has an impressive history of client retention. We are proud to have helped some of our long-time clients go from startups to industry leaders in their sectors.",https://vivatechnology.com/partners/www.odinbd.com,DHAKA,,,,https://vivatechnology.com/partners/odin-outsourcing,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/54504617-b2dc-49b5-8f70-9614751ffa231,"Fintech, Insurance & Legal",HR & Future of Work,"Industry, Logistics & Supply Chain"
Off-Works,"Creating tailored freelance teams in AI gen, Coms, Marketing & Tech. With over 900 carefully selected independent experts, OFF-WORKS facilitates the search and contracting of marcom profiles and enables the creation of 100% customizable communication & tech teams in real time. From communication strategy to generative AI campaign execution, we support companies for greater agility, professionalism, and performance in managing their communication resources.",https://off-works.com/,RUEIL-MALMAISON,,,650K€,https://vivatechnology.com/partners/off-works,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/c7b8b435-4144-421e-9280-ac7c3641ba6a1,Artificial Intelligence,B2B Services,HR & Future of Work
Oghji,"In the current context of climate emergency, the electrical panel, strategically located at the heart of the electrical consumption of every building in the world, has an enormous potential but is limited by 50-year-old mechanical circuit breaker technology. We therefore created oghji, the digital, connected and eco-responsible electrical panel for the energy efficiency of buildings (up to 20% energy savings thanks to the consumption measurement and programming) and the Electric Smart City flows optimization in favor of carbon-free energies. We have established the proof of concept (prototype, patents, Consuel validation), and the technological proof with the passage of normative laboratory tests on the oghji digital circuit breaker. We are looking for partners in the construction and energy sectors for the experimentation and commercial launch of oghji, planned this year.",https://vivatechnology.com/partners/www.oghji.com,NICE,,,,https://vivatechnology.com/partners/oghji,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/79bdd563-7707-4eac-a004-11bd98e5982f1,Climate Tech,Energy,Mobility & Smart City
Okta,"Okta is the World’s Identity Company. As the leading independent Identity partner, we free everyone to safely use any technology—anywhere, on any device or app. The most trusted brands trust Okta to enable secure access, authentication, and automation. With flexibility and neutrality at the core of our Okta Workforce Identity and Customer Identity Clouds, business leaders and developers can focus on innovation and accelerate digital transformation, thanks to customizable solutions and more than 7,000 pre-built integrations. We’re building a world where Identity belongs to you. Learn more at okta.com.",https://vivatechnology.com/partners/okta.com,,,,,https://vivatechnology.com/partners/okta,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/8a85f1a3-f7e9-42ef-bf52-1c525c3e98611,B2B Services,Cybersecurity,
Olenergies,"Olenergies is an industrial startup that designs and manufactures in France innovative, high performance, environmentally friendly and Artificial Intelligence optimized lithium batteries. We present at VIVATECH our innovation SUNIA: a plug&play smart solar battery. This system is designed to maximize the autoconsumption of solar energy, from 30% to more than 80%. SUNIA is very easy to install, just plug it into a standard household socket and connect it to Wi-Fi to get it up and running. No preliminary study or installer intervention required. The integrated AI optimizes its profitability by anticipating solar production and building consumption, based on weather forecasts and historical consumption data. By maximizing solar self-consumption and optimizing off-peak/peak tariffs, SUNIA saves €500 a year for a single-family home.",https://www.olenergies.com/en/,MONTREUIL,,"FUNDING, TALENTS",,https://vivatechnology.com/partners/olenergies,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/e12d397a-1b67-4e0b-ae95-6853efcbf7f71,Artificial Intelligence,Climate Tech,Energy
